AUTHOR	COAUTHORS
Markus A. Denzel	{'Herman Diederiks': 1, 'Bernhard Kirchg\xc3\xa4ssner': 1, 'David Reeder': 1, 'Ingeborg Walter': 1, 'Alois Koch': 1, 'Hans-Peter Becht': 1}
Markus C. Arnold	{'Robert M. Gillenkirch': 1}
Markus Christen	{'Miklos Sarvary': 1}
Markus Göbel	{}
Markus K. Brunnermeier	{'Luis Garicano': 1, 'Tano Santos': 1, 'Stijn Van Nieuwerburgh': 1, 'David Thesmar': 1, 'Philip R. Lane': 1, 'Dimitri Vayanos': 1, 'Ricardo Reis': 1, 'Marco Pagano': 1}
Markus Lampe	{}
Markus Meumann	{'John Henderson': 1, 'Richard Wall': 1}
Markus Müller	{'Rainer Christoph Schwinges': 1}
Markus Scheuer	{'Robert J. Gitter': 1}
Marla B. Royne	{}
Marlene E. Burkhardt	{}
Marlene E. Turner	{'Belle Rose Ragins': 1, 'Jane E. Dutton': 1}
Marlin U. Thomas	{'U. Narayan Bhat': 1, 'Gregory K. Miller': 1}
Marnik G. Dekimpe	{'Linda M. Van de Gucht': 1, 'Dominique M. Hanssens': 1, 'Keiko I. Powers': 1}
Marsha L. Richins	{}
Marshall Burke	{'Erick Gong': 1, 'Kelly Jones': 1}
Marshall E. Blume	{'Donald B. Keim': 1}
Marshall G. Greenberg	{}
Marshall Harris	{}
Marshall K. Wood	{'George B. Dantzig': 1}
Marshall N. Goldstein	{'Steven B. Smith': 1}
Marta Bekerman	{'Santiago Rodriguez': 1}
Marta C. Galan-Vivas	{}
Marta C. Galán-Vivas	{'O. D. Duncan': 1, 'A. Tyree': 1, 'P. M. Blau': 1}
Marta Geletkanycz	{'Bennett J. Tepper': 1}
Marta Tienda	{}
Martha Derthick	{}
Martha Joynt Kumar	{}
Martha L. Olney	{}
Martha Myslinski Tipton	{'Sundar G. Bharadwaj': 1, 'Diana C. Robertson': 1}
Martha Norby Fraundorf	{}
Martha Prevezer	{}
Martha S. Feldman	{}
Martin A. Abrahamsen	{}
Martin A. Nowak	{'Karl Sigmund': 1}
Martin Barbie	{'Claudia Hermeling': 1}
Martin Beckmann	{'Eugene Lepa': 1, 'Antoni Banasi\xc5\x84ski': 1, 'Oskar Lange': 1}
Martin Bemmann	{'Anna-Katharina W\xc3\xb6bse': 1}
Martin Boileau	{}
Martin Bronfenbrenner	{'Marjorie S. Turner': 1, 'Fred Eidlin': 1, 'William Graf': 1, 'Ota Sik': 1, 'Paul Hare': 1, 'Martin Cave': 1}
Martin Brüggemeier	{}
Martin C. Kohli	{}
Martin C. McGuire	{'Todd Sandler': 1, 'Keith Hartley': 1}
Martin Cave	{'Alec Nove': 1}
Martin Chalkley	{'James M. Malcomson': 1}
Martin Chick	{'Raymond Vernon': 1}
Martin D. Dooley	{}
Martin David	{'Marian Krzyzaniak': 1, 'Richard A. Musgrave': 1}
Martin Dooley	{'Cesar Furtado': 1}
Martin Dresner	{'Tae Hoon Oum': 1}
Martin Dufwenberg	{'Michael Lundholm': 1}
Martin Ellison	{'Margaret Stevens': 1, 'Kevin Roberts': 1, 'Godfrey Keller': 1}
Martin Falk	{}
Martin Feldstein	{'Andrew Samwick': 1}
Martin G. Evans	{}
Martin H. Yeh	{'Roland Y. Wu': 1}
Martin J. Bailey	{}
Martin J. Beckmann	{}
Martin J. Conyon	{}
Martin J. Eisenberg	{'David Tyack': 1, 'Thomas James': 1, 'Aaron Benavot': 1}
Martin J. Gannon	{'James L. Price': 1, 'Uri Brainin': 1}
Martin J. Morand	{'Donald S. McPherson': 1}
Martin J. Osborne	{'Carolyn Pitchik': 1}
Martin Jacob	{}
Martin K. Starr	{}
Martin Kaae Jensen	{}
Martin Kenney	{'Thomas P. Murtha': 1, 'Silvia Massini': 1}
Martin Kilduff	{'Gernot Grabher': 1, 'Wenpin Tsai': 1, 'Ralph Hanke': 1, 'Walter W. Powell': 1}
Martin King	{'W. David Walls': 1, 'Arthur S. De Vany': 1}
Martin Kröger	{}
Martin L. Leibowitz	{}
Martin L. Weitzman	{}
Martin Lohmann	{'Otto He\xc3\x9f': 1, 'W. Rentrop': 1, 'Charles Wilson': 1, 'Johannes Fischer': 1, 'Georg He\xc3\x9f-Zeidler': 1, 'Georg Seebauer': 1, 'Fritz Henzel': 1, 'Erwin Junghans': 1, 'Justus Wilhelm Hedemann': 1, 'Wolf Dieter Randolph': 1, 'Herbert Rost': 1, 'Walter Weigmann': 1, 'W. Kalveram': 1, 'Wilhelm Hasenack': 1, 'Edwin Kuh': 1, 'John R. Meyer': 1, 'Elmar Michel': 1}
Martin M. Perline	{'Paul Osterman': 1, 'Thomas A. Kochan': 1}
Martin Neil Baily	{'Bert G. Hickman': 1}
Martin Oehmke	{'Adam Zawadowski': 1}
Martin Pesendorfer	{'Philipp Schmidt-Dengler': 1}
Martin Pfeil	{'Friedhelm Hufen': 1}
Martin Raiser	{'Melvyn Weeks': 1}
Martin Ravallion	{'Prem Sangraula': 1, 'Shaohua Chen': 1}
Martin Ruef	{}
Martin S. Feldstein	{'V. Carlson': 1}
Martin S. Fridson	{'Kent Smetters': 1, 'Vijay Singal': 1, 'Joseph E. Stiglitz': 1, 'Olivia S. Mitchell': 1, 'Stephany Griffith-Jones': 1, 'Jos\xc3\xa9 Antonio Ocampo': 1}
Martin Schellenberg	{'Sebastian Fedder': 1, 'Elisabeth Lepique': 1, 'Ulf-Dieter Pape': 1, 'Flemming Moos': 1}
Martin Scheutz	{'Falk Bretschneider': 1}
Martin Schnitzer	{'Richard A. Musgrave': 1}
Martin Schreier	{'Stefan Oberhauser': 1, 'Reinhard Pr\xc3\xbcgl': 1}
Martin Schumacher	{'Walter Vogel': 1, 'Wolfram Werner': 1, 'Abraham Frowein': 1, 'Heinz Hermanns': 1}
Martin Segal	{'Richard W. Everett': 1, 'Nat Weinberg': 1}
Martin Slater	{'Norman J. Ireland': 1}
Martin W. Cripps	{'David K. Levine': 1, 'Drew Fundenberg': 1}
Martin Weinbaum	{'J. de L. Mann': 1, 'A. P. Wadsworth': 1}
Martin Wind	{}
Martin Wolfe	{'Luigi Izzo': 1, 'Guy Thuillier': 1}
Martin von Hören	{}
Martina Battisti	{'Franco Fraccaroli': 1, 'Rino Fasol': 1, 'Marco Depolo': 1}
Martina Björkman Corno	{'Lucia de Walque': 1, 'Damien Svensson': 1}
Martina Köster	{'Andreas Hoffjan': 1, 'Andr\xc3\xa9 Jungen': 1, 'Michael Brandau': 1}
Martina Musteen	{'Pol Herrmann': 1, 'Deepak K. Datta': 1}
Martina Neuhäuser	{'Frank Gie\xc3\x9felmann': 1}
Martin J. Osborne	{'Matthew\xc2\xa0A. Turner': 1}
Martti Kovero	{}
Martín Uribe	{}
Marvin A. Brooker	{}
Marvin Blauer	{'George E. Carter': 1}
Marvin E. Goldberg	{'Lynn T. Kozlowski': 1}
Marvin E. Rozen	{}
Marvin Goodfriend	{}
Marvin Phaup	{}
Marvin T. Brown	{}
Marwan Ghandour	{'J\xc3\xbcrgen M\xc3\xbcller': 1}
Mary A. Holman	{'Ronald M. Konkel': 1}
Mary A. Lemons	{'Monica Parzinger': 1}
Mary Ahearn	{'Jim Johnson': 1, 'Roger Strickland': 1}
Mary Ann Reynolds	{}
Mary Anne Raymond	{'Christopher D. Hopkins': 1, 'John D. Mittelstaedt': 1}
Mary B. Cheney	{}
Mary Bohman	{'Colin A. Carter': 1, 'Jeffrey H. Dorfman': 1}
Mary C. Gilly	{'Jagdish N. Sheth': 1, 'Theo deVries': 1, 'Bernard Joerges': 1, 'W. Fred van Raaij': 1, 'Bruce I. Newman': 1, 'Peter Ester': 1, 'George Gaskell': 1, 'Barbara L. Gross': 1}
Mary C. Ruark	{'George H. Mulcahy': 1}
Mary D. Maury	{}
Mary E. Barth	{'William H. Beaver': 1, 'Mark A. Wolfson': 1}
Mary E. Murphy	{'F. Sewell Bray': 1, 'Edgar Z. Palmer': 1}
Mary Eleanor Spear	{}
Mary Ellen Gordon	{'George R. Milne': 1}
Mary Ellen Mogee	{}
Mary Furner	{'David Prindle': 1}
Mary H. Blewett	{'Ardis Cameron': 1}
Mary J. Oates	{}
Mary Jane Sheffet	{'Steven W. Kopp': 1}
Mary Jo Bane	{'David T. Ellwood': 1}
Mary K. Knudson	{'Carl E. Pray': 1}
Mary Louise Mark	{'Frederick E. Croxton': 1}
Mary M. Schweitzer	{}
Mary MacKinnon	{}
Mary Margaret Frank	{}
Mary R. Lind	{'Robert W. Zmud': 1}
Mary Riddel	{}
Mary S. Stone	{'A. Rashad Abdel-Khalik': 1}
Mary T. Waggaman	{}
Mary-Hunter McDonnell	{'Brayden King': 1}
Maryse Tremblay	{}
Marzio A. Romani	{'P. Lowe': 1}
Marzio Romani	{'P. Baudhuin': 1, 'S. Ricossa': 1}
María A. Pons	{'John A. Consiglio': 1, 'Gabriel Tortella': 1, 'Juan C. Martinez Oliva': 1}
María Inés Barbero	{'Marcelo Bucheli': 1}
María Isabel Tort	{'Osvaldo Sunkel': 1, 'Torcuato S. Di Tella': 1, 'Helio Jaguaribe': 1, 'Enzo Faletto': 1, 'Fernando H. Cardoso': 1, 'Celso Furtado': 1}
Masahiro Kawai	{}
Masami Imai	{'Seitaro Takarabe': 1}
Masao Kambe	{}
Masao Nakamura	{'Sadao Sakakibara': 1, 'Roger G. Schroeder': 1}
Masashige Hamano	{'Pierre M. Picard': 1}
Masayoshi Hayashi	{'Robin Boadway': 1}
Masayoshi Hirota	{}
Mason A. Carpenter	{'Myleen M. Leary': 1, 'Timothy G. Pollock': 1}
Mason Gaffney	{}
Mason Wade	{'Donald C. Masters': 1}
Massimiliano Marcellino	{}
Massood V. Samii	{}
Mathias Herzing	{}
Mathias Kifmann	{}
Mathias Schmit	{'Helena Marrez': 1}
Mathieu Lefèbvre	{'Kristian Orsini': 1, 'Alexis Paszukiewicz': 1}
Matias Eklöf	{'Hans Sackl\xc3\xa9n': 1}
Matias Vernengo	{}
Matityahu Marcus	{}
Matt Parrett	{}
Matteo Fischetti	{'Michele Monaci': 1}
Matteo Manera	{'Peter Kennedy': 1}
Matthew Amengual	{}
Matthew Bidwell	{'Ethan Mollick': 1}
Matthew Black	{}
Matthew E. Kahn	{'Jeffrey Sachs': 1}
Matthew Edel	{}
Matthew Elderfield	{}
Matthew F. Mitchell	{}
Matthew Harding	{'Michael F. Lovenheim': 1, 'Ephraim Leibtag': 1}
Matthew J. Clayton	{'Yiming Qian': 1}
Matthew J. Cushing	{'David I. Rosenbaum': 1}
Matthew J. Hill	{}
Matthew Jaremski	{'Michael J. Hightower': 1}
Matthew Jones	{'Peter Moskos': 1}
Matthew Mulcahy	{}
Matthew O. Jackson	{'Hugo F. Sonnenschein': 1}
Matthew R. Auer	{}
Matthew Radom	{'William H. Whyte,': 1}
Matthew Semadeni	{}
Matthew T. Billett	{'Raunaq S. Pungaliya': 1, 'Redouane Elkamhi': 1, 'Latchezar Popov': 1}
Matthew T. Witt	{'Alexander Kouzmin': 1, 'Kym Thorne': 1, 'Lance deHaven-Smith': 1}
Matthew W. Seeger	{'Robert R. Ulmer': 1}
Matthew Walker	{'Dan Drane': 1, 'Bob Heere': 1, 'Milena M. Parent': 1}
Matthew Wilson	{}
Matthias Doepke	{'Fabrizio Zilibotti': 1}
Matthias Flückiger	{'Markus Ludwig': 1}
Matthias Frölich	{'Thilo Engel': 1}
Matthias Graw	{'W. Ascher': 1}
Matthias Majoe	{}
Matthias Schmitt	{'Klaus Billerbeck': 1}
Matthias Sutter	{'Michael Kirchler': 1, 'J\xc3\xbcrgen Huber': 1}
Matthias Vogl	{'Reiner Leidl': 1}
Mattias Lundberg	{'Lyn Squire': 1}
Mattijs Lambooij	{'Ferry Koster': 1, 'Karin Sanders': 1, 'Marieke Zwiers': 1}
Matías Braun	{'Claudio Raddatz': 1}
Maura J. Mills	{'Satoris S. Culbertson': 1}
Maureen A. Pirog	{'Kathleen M. Ziol-Guest': 1}
Maureen Morrin	{'Jacob Jacoby': 1}
Maureen O'Hara	{}
Maurice A. Unger	{}
Maurice Byé	{'J. B. Condliffe': 1}
Maurice Dobb	{'B. Kerblay': 1, 'R. E. F. Smith': 1, 'A. V. Chayanov': 1, 'D. Thorner': 1}
Maurice Dornberg	{'Julian S. Aronofsky': 1, 'Michael T. Tayyabkhan': 1, 'John M. Dutton': 1}
Maurice E. Schweitzer	{'G\xc3\xa9rard P. Cachon': 1}
Maurice E. Stark	{}
Maurice F. Neufeld	{}
Maurice Freeman	{'J. Brodrick': 1}
Maurice H. Robinson	{'Joseph B. Maclean': 1, 'Frank W. Lewis': 1, 'David F. Schloss': 1}
Maurice H. Stans	{}
Maurice Halperin	{'Tony Barnett': 1, 'David Booth': 1, 'Ivar Oxaal': 1}
Maurice J. MAZEROLLE	{'Robert F. Cook': 1}
Maurice Mann	{}
Maurice Mazerolle	{'Duncan Campbell': 1, 'Werner Sengenberger': 1}
Maurice Poncelet	{'Jean Baechler': 1}
Maurice Punch	{'Nigel G. Fielding': 1, 'Richard V. Ericson': 1, 'Kevin D. Haggerty': 1}
Maurice Salles	{'Andranick S. Tanguiane': 1}
Maurice Tankou	{'Dale W Adams': 1}
Mauricio DOBB	{}
Mauricio Drelichman	{}
Mauricio R. Bellon	{'J. Edward Taylor': 1}
Maurizio Pompella	{'Frank Sortino': 1, 'Stephen Satchell': 1}
Maurizio Pugno	{}
Maurizio Zanardi	{}
Mauro Caselli	{}
Mauro Gallegati	{'Joseph E. Stiglitz': 1}
Maury Klein	{}
Mavis E. Mate	{'Georges Duby': 1}
Maw Lin Lee	{}
Max Albert	{}
Max Barkhausen	{}
Max Biehl	{'D. E. T. Luard': 1, 'T. J. Hughes': 1, 'William W. Hollister': 1}
Max Frank	{}
Max Gideonse	{'Chales P. Kindleberger': 1}
Max J. Wasserman	{}
Max Lupul	{'Peter J. LaPlaca': 1}
Max M. Kampelman	{'David J. Saposs': 1}
Max Nemni	{'Paul-Marcel Lemaire': 1, 'Angelos Angelopoulos': 1, 'Michel Beaud': 1}
Max Pohlenz	{'Wilhelm Andreae': 1, 'Othmar Spann': 1}
Max Ringlstetter	{'Axel Kniehl': 1}
Max Roscher	{'F. J. Brown': 1}
Max S. Wehrly	{}
Max West	{'Henry Demarest Lloyd': 1}
Maxim Kovalevsky	{'Joseph Redlich': 1}
Maxim Voronov	{'Asim Sen': 1}
Maxime Rodinson	{'Joseph Chelhod': 1}
Maxine Benson	{'Nathan Reingold': 1, 'Joseph Henry': 1, 'Arthur P. Molella': 1, 'Kathleen Waldenfels': 1, 'Joan F. Steiner': 1, 'Marc Rothenberg': 1}
Maxwell L. King	{}
May Allinson	{}
Maya Eden	{}
Mayer N. Zald	{}
Md. Akhtar Hossain	{}
Meghana Ayyagari	{'Vojislav Maksimovic': 1, 'Asli Demirguc-Kunt': 1}
Meghnad Desai	{}
Mehdi Sadeghi	{}
Mehmet Fatih Ekinci	{'Bent E. S\xc3\xb8rensen': 1, 'Philip R. Lane': 1, '\xc5\x9eebnem Kalemli-\xc3\x96zcan': 1, 'Enrique G. Mendoza': 1}
Mehmet Ferhat Özbek	{'Mohammad Asif Yoldash': 1, 'Thomas Li-Ping Tang': 1}
Mehmet Huseyin Bligin	{'Hakan Danis': 1}
Meinulf Kolb	{'Margit Zauner': 1, 'Rainer Hauser': 1, 'Rolf Wunderer': 1, 'Valentin Gerig': 1}
Meir Statman	{'Deniz Anginer': 1, 'Kenneth L. Fisher': 1}
Melchior Palyi	{'A. Antonucci': 1}
Melenie J. Lankau	{'Terri A. Scandura': 1}
Melina Larrondo	{}
Melinda Smale	{'Paul W. Heisey': 1, 'Howard D. Leathers': 1}
Melissa A. Thomasson	{}
Melissa Binder	{'Christopher Woodruff': 1}
Melissa Dell	{}
Melissa E. Graebner	{'Jeffrey A. Martin': 1, 'Philip T. Roundy': 1}
Melissa S. Williams	{'Stephen Mulhall': 1, 'Adam Swift': 1}
Melissa Waters	{'William J. Moore': 1}
Melville J. Ulmer	{'George Heberton Evans,': 1, 'Alvin H. Hansen': 1}
Melvin H. Jackson	{'Richard J. Wright': 1}
Melvin I. White	{'Martha W. Griffiths': 1}
Melvin J. Hinich	{}
Melvin J. Vincent	{'Jackson Mayers': 1}
Melvin T. Copeland	{}
Melvyn G. Coles	{'Dale T. Mortensen': 1}
Menyhért Szántó	{}
Menzie D. Chinn	{'Shang-Jin Wei': 1}
Mercedes Calvo Cruz	{}
Mercedes Martos-Partal	{'Mariana Fustinoni-Venturini': 1, 'Oscar Gonz\xc3\xa1lez-Benito': 1}
Mercedes Steedman	{}
Meredith A. Newman	{'Mary E. Guy': 1, 'Sharon H. Mastracci': 1}
Meredith Scovill	{'Jean M. Due': 1}
Merriam Haffar	{'Cory Searcy': 1}
Merrill B. Dilley	{'David R. Dilley': 1}
Merrill J. Roberts	{'Walter Y. Oi': 1, 'Paul W. Shuldiner': 1}
Merrill S. Brenner	{'Brian M. Rushton': 1}
Merritt L. Kastens	{}
Merton C. Bernstein	{'Francis P. King': 1, 'William C. Greenough': 1}
Mervin Daub	{}
Mervyn Crobaugh	{'G. A. Borgese': 1}
Mette Morsing	{'Anne Roepstorff': 1}
Micha Gisser	{'Abraham Mercado': 1}
Michael A. Akhtar	{}
Michael A. Arnold	{}
Michael A. Bernstein	{'Geoffrey M. Hodgson': 1, 'E. Roy Weintraub': 1}
Michael A. Brooks	{'Ben J. Heijdra': 1, 'Anton D. Lowenberg': 1}
Michael A. Clemens	{'Jeffrey G. Williamson': 1}
Michael A. Cohen	{'Ronald W. Cotterill': 1}
Michael A. Crew	{'Paul R. Kleindorfer': 1, 'Charles K. Rowley': 1}
Michael A. Einhorn	{}
Michael A. Fotos	{}
Michael A. Goldberg	{}
Michael A. Gurdon	{'John Logue': 1, 'Jacquelyn Yates': 1}
Michael A. Heilperin	{'Robert Marjolin': 1}
Michael A. Hitt	{'M. Tina Dacin': 1, 'Edward Levitas': 1, 'David Ahlstrom': 1, 'Lilia Svobodina': 1}
Michael A. Hopp	{'C. R. Sommerstad': 1}
Michael A. Klein	{}
Michael A. Kolosov	{'Deryl W. Martin': 1, 'Jeffrey H. Peterson': 1}
Michael A. Miller	{}
Michael A. O'Neil	{'Hugh Armstrong': 1, 'Pat Armstrong': 1}
Michael A. Santoro	{}
Michael Adler	{'Jeffrey A. Frankel': 1}
Michael Ahlheim	{'Alfred Endres': 1, 'Karin Holm-M\xc3\xbcller': 1}
Michael Albery	{}
Michael Arnold Klein	{}
Michael Arnold	{'Chenguang Li': 1, 'Lan Zhang': 1, 'Christine Saliba': 1}
Michael Atiyah	{}
Michael B. Coelli	{}
Michael B. Devereux	{'Argia M. Sbordone': 1, 'Gianluca Benigno': 1, 'Charles Engel': 1}
Michael B. Gordy	{'Sandeep Juneja': 1}
Michael Barnato	{}
Michael Basch	{'Julio Pe\xc3\xb1a': 1, 'Hugo Dufey': 1}
Michael Beenstock	{'Gerry Dickinson': 1, 'Sajay Khajuria': 1}
Michael Behnam	{'Hans G. Nutzinger': 1}
Michael Bommer	{'David S. Jalajas': 1}
Michael Bradley	{'Gregg A. Jarrell': 1, 'E. Han Kim': 1}
Michael Braulke	{'Robert M. Solow': 1, 'Leonhard M\xc3\xa4nner': 1}
Michael Bromwich	{'William J. Bruns,': 1}
Michael Bruno	{}
Michael Burda	{'Jan Svejnar': 1, 'Charles Bean': 1}
Michael C. Burda	{}
Michael C. Fu	{'L. Jeff Hong': 1, 'Jian-Qiang Hu': 1}
Michael C. Jackson	{}
Michael C. Lovell	{'John F. Early': 1}
Michael C. Munger	{'Roger D. Congleton': 1, 'James M. Buchanan': 1}
Michael C. Naughton	{'Roger Frantz': 1}
Michael C. Williams	{'Robert Latham': 1}
Michael Colclough	{'E.J. Singer': 1, 'D.E. Taylor': 1}
Michael Collins	{'Y. Cassis': 1, 'Sean Glynn': 1, 'J. J. Van Helten': 1, 'Alan Booth': 1, 'Kathleen Burk': 1}
Michael D. Bowes	{'John B. Loomis': 2}
Michael D. Grubb	{'Victor J. Tremblay': 1}
Michael D. Hammig	{'Ron c. Mittelhammer': 1}
Michael D. Intriligator	{}
Michael D. Joehnk	{'J. William Petty': 1, 'Oswald D. Bowlin': 1}
Michael D. Lord	{}
Michael D. McCarthy	{'Murray Brown': 1}
Michael D. Peterson	{'Dimitris J. Bertsimas': 1, 'Amedeo R. Odoni': 1}
Michael D. Santoro	{'Stephen C. Betts': 1}
Michael Denny	{'Melvyn Fuss': 1, 'Uri Zohar': 1}
Michael Drummond	{}
Michael E. Conroy	{}
Michael E. Johns	{}
Michael E. Marrus	{'Nora Levin': 1}
Michael E. Palanski	{}
Michael E. Rose	{'Colin Jones': 1}
Michael E. Whitman	{'Anthony R. Hendrickson': 1, 'Anthony M. Townsend': 1}
Michael Ehrmann	{'Refet S. G\xc3\xbcrkaynak': 1, 'Eric T. Swanson': 1, 'Marcel Fratzscher': 1}
Michael Ellman	{'Ekaterina Brancato': 1, 'Edward Elgar': 1}
Michael F. Brewer	{}
Michael F. Gorman	{}
Michael F. Theobald	{}
Michael Faure	{'Roger Van den Bergh': 1}
Michael Fessner	{'Uwe Beckmann': 1, 'Hans-Joachim Braun': 1}
Michael French	{'Eugene Nelson White': 1, 'Jonathan J. Bean': 1}
Michael Fritsch	{'Antje Weyh': 1}
Michael G. Baumann	{'Michael A. Williams': 1, 'Gregory J. Werden': 1}
Michael G. Busse	{}
Michael G. Porter	{}
Michael G. Pratt	{'Kevin W. Rockmann': 1, 'Jeffrey B. Kaufmann': 1}
Michael G. Vogt	{}
Michael Gestmann	{}
Michael Gibbins	{}
Michael H. Granof	{'Charles H. Smith': 1}
Michael H. Hopewell	{'Arthur L. Schwartz,': 1}
Michael H. Kater	{}
Michael H. Morris	{'Amy S. Marks': 1, 'Newman S. Peery,': 1, 'Jeffrey A. Allen': 1}
Michael H. Riordan	{}
Michael H. Rothkopf	{'Paul Rech': 1}
Michael Hampel	{'Leonhard Rothenberg': 1}
Michael Harmon	{}
Michael Harvey	{'Bogdan Mieczkowski': 1}
Michael Howard	{}
Michael Howell-Moroney	{}
Michael Huber	{}
Michael Hudson	{}
Michael Hutter	{'H.-B. Sch\xc3\xa4fer': 1, 'C. Ott': 1}
Michael J. Alderson	{'Neil L. Seitz': 1}
Michael J. Armstrong	{}
Michael J. Barone	{'Joel E. Urbany': 1, 'Tirthankar Roy': 1, 'Valerie A. Taylor': 1}
Michael J. Barron	{'G. Whittington': 1, 'H. T. Burley': 1, 'A. Singh': 1}
Michael J. Boskin	{}
Michael J. Brennan	{'Vojislav Miksimovic': 1, 'Josef Zechner': 1}
Michael J. Cooper	{'Roberto C. Gutierrez': 1, 'Allaudeen Hameed': 1}
Michael J. Gombola	{'Mark E. Haskins': 1, 'David D. Williams': 1, 'J. Edward Ketz': 1}
Michael J. Gonzales	{'Paul Gootenberg': 1}
Michael J. Greenwood	{'Dan S. Rickman': 1, 'Gary L. Hunt': 1, 'George I. Treyz': 1}
Michael J. Hiscox	{}
Michael J. Houston	{'Robert W. Jefferson': 1}
Michael J. Maher	{'Robert E. Machol': 1, 'Shaul P. Ladany': 1}
Michael J. Phillips	{'Yao-chi Lu': 1}
Michael J. Piore	{'Neil J. Smelser': 1, 'Richard Swedberg': 1}
Michael J. Polonsky	{'Michael R. Hyman': 1}
Michael J. Prince	{}
Michael J. Ryan	{'Morris B. Holbrook': 1}
Michael J. Scott	{'Ali Ezzati': 1}
Michael J. Smitka	{'Kent E. Calder': 1}
Michael J. Wolkoff	{}
Michael Jensen	{'Heeyon Kim': 1}
Michael Johannes	{'Suresh Sundaresan': 1}
Michael Jones-Lee	{'Graham Loomes': 1}
Michael Jung	{'Carl B\xc3\xb6hret': 1, 'G\xc3\xb6tz Konzendorf': 1}
Michael K. Badawy	{}
Michael K. Green	{}
Michael K. Gusmano	{}
Michael K. Hui	{'Alan C. Tse': 1, 'Lianxi Zhou': 1}
Michael K. Lettau	{'Thomas C. Buchmueller': 1}
Michael Kaser	{'Grigory Yavlinsky': 1, 'Serguey Braguinsky': 1, 'Grzegorz W. Kolodko': 1}
Michael Keaney	{}
Michael Keeley	{}
Michael Keen	{'David Wildasin': 1}
Michael Kitson	{'Frank Wilkinson': 1}
Michael Knörzer	{}
Michael L. Brookshire	{}
Michael L. Capella	{'Ronald Paul Hill': 1, 'Justine M. Rapp': 1, 'Jeremy Kees': 1}
Michael L. Harris	{'Rosann Webb Collins': 1, 'Alan R. Hevner': 1}
Michael L. Katz	{}
Michael L. Murray	{}
Michael L. Ray	{'William L. Wilkie': 1}
Michael L. Wachter	{}
Michael Lemmon	{}
Michael Lewis	{'Debanjan Mitra': 1, 'Yeujun Yoon': 1}
Michael Lynch	{'Ronald C. Curhan': 1, 'Ed A. Hewett': 1}
Michael M. Hutchinson	{'Yoshio Suzuki': 1, 'Mitsuaki Okabe': 1}
Michael Maccoby	{}
Michael Mende	{'Claus Peter Echter': 1}
Michael Minor	{'B. Curtis Hamm': 1}
Michael Mont Harmon	{}
Michael Murphy	{'Daniele Archibugi': 1, 'Martin K\xc3\xb6hler': 1, 'David Held': 1}
Michael North	{'Thomas Rudert': 1}
Michael O'Hare	{}
Michael O. Moore	{}
Michael Ollinger	{'Milton Madison': 1, 'James M. MacDonald': 1}
Michael P. Bailey	{}
Michael P. Ettlinger	{'Robert S. McIntyre': 1, 'Robert G. Lynch': 1}
Michael P. Keane	{'David E. Runkle': 1, 'Kenneth I. Wolpin': 1}
Michael P. Niemira	{'Giela T. Fredman': 1}
Michael Pammer	{}
Michael Parkin	{'I. F. Pearce': 1, 'G. J. Anderson': 1, 'C. T. Stromback': 1, 'P. K. Trivedi': 1}
Michael Perelman	{}
Michael Phelps	{}
Michael Philips	{}
Michael Posner	{'Allen Buchanan': 1}
Michael Poullie	{'Thomas M\xc3\xbcller-Marqu\xc3\xa9s Berger': 1, 'Uwe Krebs': 1}
Michael R. Bartolacci	{'John Hof': 1, 'Michail Bevers': 1}
Michael R. Baye	{'Guoqiang Tian': 1, 'Jianxin Zhou': 1}
Michael R. Caputo	{'James E. Wilen': 1}
Michael R. Czinkota	{'Susan P. Douglas': 1, 'C. Samuel Craig': 1, 'Michael J. Hand': 1}
Michael R. Dennis	{'Richard Crable': 1, 'Richard Feinberg': 1, 'Richard Widdows': 1, 'Katherine Rowan': 1}
Michael R. Galbreth	{'Mikhael Shor': 1, 'Bikram Ghosh': 1}
Michael R. Gibbons	{'Patrick Hess': 1}
Michael R. Haines	{'Simon Kuznets': 1, 'Donald J. Bogue': 1}
Michael R. Kehoe	{'Manuel Gottlieb': 1}
Michael R. Smith	{}
Michael R. Thomsen	{'Andrew M. McKenzie': 1}
Michael R. Walls	{'G. Thomas Morahan': 1, 'James S. Dyer': 1}
Michael Reich	{'David M. Gordon': 1, 'Richard C. Edwards': 1}
Michael Reksulak	{'William F. Shughart': 1}
Michael Rieber	{}
Michael Robinson	{'Stacey G. Sirianni': 1, 'Nancy J. Brady': 1}
Michael S. Assländer	{'Andrea Komlosy': 1}
Michael S. Greve	{'Jonathan Klick': 1}
Michael S. Knoll	{}
Michael S. Kochin	{'Levis A. Kochin': 1}
Michael S. Smith	{'Robert J. Smith': 1, 'Jacques Dagneau': 1}
Michael Sanderson	{'Goran Ahlstrom': 1}
Michael Schaper	{}
Michael Schaufelberger	{}
Michael Schiff	{}
Michael Schwartz	{'John Scott': 1}
Michael Seelig	{'Markus Raasch': 1}
Michael Sherris	{}
Michael Smirlock	{'William Marshall': 1}
Michael Sturma	{'Gay Hawkins': 1}
Michael Stürmer	{}
Michael Szenberg	{}
Michael T. Hannan	{'Glenn R. Carroll': 1, 'L\xc3\xa1szl\xc3\xb3 P\xc3\xb3los': 1}
Michael T. Seiler	{'Vicky L. Seiler': 1}
